codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n
45639,MULTISERVICIOS CIENEGUILLA S.A.C.,20508320311,"MZ.37, LT.05. 3° ETAPA PARCELACION CIENEGUILLA. AV. ""A"". CARRETERA LIMA ¿ HUAROCHIRI, KM. 27.5",CIENEGUILLA,20
60668,ESTAGAS ANCO S.A.C.,20550781817,"AV. CONDORCANQUI Nº 1294, URB. SANTO DOMINGO, 5TA ETAPA",CARABAYLLO,124
61026,INVERSIONES NOBAL S.A.C.,20517308367,"AUTOPISTA MANUEL DEL VALLE MZ.Z, SUB LT.B-1, URB. LOS HUERTOS DE LURIN",LURIN,323
61136,RAPIGRIFOS S.A.C.,20601770475,AV REPUBLICA DE PANAMA Nº 5185,SURQUILLO,24
61570,PETRO SAN JUAN REPRESENTANTES Y VENTAS S.A.C.,20507573585,AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 C.P. SAN JUAN DE PARIACHI,ATE,106
61570,PETRO SAN JUAN REPRESENTANTES Y VENTAS S.A.C.,20507573585,AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 CP SAN JUAN DE PARIACHI,ATE,108
61656,ESCOH S.A.C.,20517767396,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",ATE,188
61656,GASPETROLEO S.A.C.,20513379138,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",ATE,400
61744,ESTACION DE SERVICIOS VILLA RICA S.R.L.,20507556737,"ESQUINA DE LA AV. LOMAS DE CARABAYLLO - AV. VILLA RICA MZ. A, LOTES 1 Y 2 AAHH. ASOCIACION AGROPECUARIA VILLA RICA",CARABAYLLO,278
61861,EL REGALON S.A.C,20504391354,AV. 27 DE DICIEMBRE MZ. 8S LOTE 9 SEGUNDO SECTOR SAN FRANCISCO TABLADA DE LURIN,VILLA MARIA DEL TRIUNFO,240
61912,INVERSIONES REUNIDAS S.A.C.,20123634358,"JR. CAJACAY N° 121, 123, 125, 127 Y 129",EL AGUSTINO,22
62240,ADMINISTRADORA DE SERVICIOS Y ASOCIADOS S.A.C.,20515657119,AV. ARICA N° 1301,BREÑA,109
62298,GRUPO ALMONACID S.A.C.,20524280419,"AV. PRINCIPAL (FRANCISCO BOLOGNESI) S/N,  MZ. A  LOTES 19, 20 Y 21 AA.HH. VILLA CAMPOY",SAN JUAN DE LURIGANCHO,115
62558,BERLINA CIERTO ROJAS,10225180721,LOTE 1 - ZONA G PARCELACION RUSTICA DEL FUNDO CHACRA CERRO,COMAS,172
62992,SAM GAS S.A.C.,20514175773,AV. JAVIER PRADO ESTE N° 1593,LA VICTORIA,63
63591,VALNI S.A.C.,20544097963,AV. EL SOL 527 ESQUINA PASAJE 13,SAN JUAN DE LURIGANCHO,76
63591,VALNI S.A.C.,20544097963,AV. EL SOL 527A MZ F SUB-LOTE 16A URB. CANTO GRANDE,SAN JUAN DE LURIGANCHO,48
63899,CORPORACION LUMAR S.A.C,20515885332,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,BREÑA,338
63899,ESCOH S.A.C.,20517767396,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,BREÑA,183
63910,INVERSIONES Y ASESORAMIENTO ESCORPIO S.A.C.,20516453835,"CARRETERA PANAMERICANA SUR, KM 57.00, PREDIO COMUNAL CHUTANA PAMPA PATITA",PUCUSANA,246
63984,EMPRESA DE TRANSPORTES Y SERVICIOS VIRGEN DE LA PUERTA S.A.,20156930963,AV. LA FLORIDA CDRA. 12 MIRAMAR . LAS CONCHITAS,ANCON,21
64036,CORGAS S.A.C.,20548279039,"AV. LAS TORRES 497, URB. LOS SAUCES",ATE,251
64151,INVERSIONES EL CHAPERITO S.A.C.,20492747778,"MZ.A, LT.2, ESQ. AV. TUPAC AMARU Y AV. CAMINO REAL -A.H HSTORICO CON - CON.",CARABAYLLO,48
64309,ENERGIA Y SERVICOS PERU S.A.C.,20523115945,PEDRO GAREZON Nro. 500,ANCON,47
64309,INVERSIONES RAMSAN E.I.R.L.,20603012268,JR. PEDRO GAREZON N° 500,ANCON,45
64409,CONCESIONARIO PETRO SERVICE D.V. S.R.L.,20193937552,"ESQ. AV. VISTA ALEGRE Y JR. 24 DE JUNIO, MZ.25, LT.22 AA.HH. 3 DE OCTUBRE DE VILLA",SAN JUAN DE MIRAFLORES,41
64419,EPAL NEGOCIOS E.I.R.L.,20512090878,"ESQ. ANTIGUA PANAMERICANA SUR KM. 46.800. MZ. M, LT. 2-4 Y CALLE 18, LOCALIDAD PUNTA ROCAS",PUNTA NEGRA,257
64419,EPAL NEGOCIOS E.I.R.L. - I,20512090878,"ESQ. ANTIGUA PANAMERICANA SUR KM. 46.800. MZ. M, LT. 2-4 Y CALLE 18, LOCALIDAD PUNTA ROCAS",PUNTA NEGRA,168
6740,CONSORCIO  EL  NORTEÑO  S.A.C,20601199824,CARRETERA PANAMERICANA NORTE KM. 31.7,PUENTE PIEDRA,76
6740,CONSORCIO EL NORTEÑO S.A.C,20601199824,CARRETERA PANAMERICANA NORTE KM. 31.7,PUENTE PIEDRA,204
6743,COESTI S.A.,20127765279,AV. CESAR CANEVARO Nº 1598,LINCE,1003
6746,CORPORACION VISTA ALEGRE S.A.C.,20492574067,AV. NICOLAS AYLLON 4706 (LOTE A - FUNDO VISTA ALEGRE),ATE,476
6749,GRIFOS ESPINOZA S.A.,20100111838,"AV. ALFREDO MENDIOLA N° 3550, ESQ. AV. PABLO OLAVIDE (PANAMERICANA NORTE KM. 15.2)",INDEPENDENCIA,760
6750,SERVICENTRO CORONADO S.A.,20160563916,ESQUINA AV. 28 DE JULIO Y NICOLAS AYLLON S/N,LIMA,29
6751,REPSOL COMERCIAL S.A.C,20503840121,AVENIDA GENERAL ALVARES DE ARENALES N° 400,JESUS MARIA,1206
6752,INVERSIONES HUANDOY S.R.L.,20507641688,LT. 23 DE LA MANZANA N2 - II ETAPA URB. LOS NARANJOS,SAN MARTIN DE PORRES,90
6753,SERVICENTRO EL CONDOR S.R.L.,20425099907,"ASOCIACION DE PROPIETARIOS NARANJITO MZ. C LOTES 09,10 Y 11 CARRETERA PANAMERICANA NORTE KM. 28.5",PUENTE PIEDRA,90
6754,GRIFO SAN IGNACIO S.A.C.,20100075858,AV. VENEZUELA Nº 4647,SAN MIGUEL,520
6759,GRIFOS CAJAMARCA S.A.C.,20453498299,AV. PACHACUTEC NO. 2334,VILLA MARIA DEL TRIUNFO,583
6764,COESTI S.A.,20127765279,PASEO DE LA REPUBLICA NO. 5789,MIRAFLORES,728
6765,COESTI S.A.,20127765279,AV. REPUBLICA DE COLOMBIA N 105-109,SAN ISIDRO,897
6765,COESTI S.A.,20127765279,AV. REPUBLICA DE COLOMBIA N° 105-109,SAN ISIDRO,314
6767,GRIFO SAN IGNACIO S.A.C.,20100075858,CARRETERA CENTRAL KM. 20.8,CHACLACAYO,471
6771,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"JR. ARIAS SCHEREIBER N° 124, ESQ. JOSE SABOGAL",MIRAFLORES,538
6776,UNIVERSITARIA INVERSIONES GENERALES S.R.L.,20552146892,AV. UNIVERSITARIA S/N MZ. F LTS. 1 Y 24 ASOCIACION CAUDEVILLA,CARABAYLLO,174
6779,ASESORIA COMERCIAL S.A.,20100094569,"AV. DEL EJERCITO N° 965, 967 Y 973, LOTES 1, 3, 16C, 17 Y 18 DE LA MZ. 68, URB. SAN FELIPE",MAGDALENA DEL MAR,1123
6780,ASESORIA COMERCIAL S.A.,20100094569,AV. ELMER FAUCETT NO. 384,SAN MIGUEL,1018
6781,ASESORIA COMERCIAL S.A.,20100094569,AV. ARENALES N° 2100,LINCE,1040
6783,ASESORIA COMERCIAL S.A.,20100094569,AV. NICOLAS ARRIOLA N° 295. URB. SANTA CATALINA,LA VICTORIA,1066
6785,ASESORIA COMERCIAL S.A.,20100094569,AV. TINGO MARIA N° 1711,BREÑA,608
6788,GLOBAL FUEL S.A,20565643496,AV. REPUBLICA DE PANAMA N° 4101 ESQ. AV. TOMAS MARSANO,SURQUILLO,357
6788,REPSOL COMERCIAL S.A.C,20503840121,AV. REPUBLICA DE PANAMA N° 4101 ESQ. AV. TOMAS MARSANO,SURQUILLO,438
6792,ESTACION DE SERVICIOS CORPAC S.A.,20298569311,AV. ENRIQUE CANAVAL MOREYRA N° 202,SAN ISIDRO,375
6799,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. LEONCIO PRADO N° 780 (PANAMERICANA NORTE KM. 34.5),PUENTE PIEDRA,437
6801,GRUPO ARIAS S.A.C.,20505270348,AV NICOLAS AYLLON N° 1202 Y ESQ AV LAS MAGNOLIAS (CARRETERA CENTRAL KM 25),CHACLACAYO,577
6805,INVERSIONES BJL S.A.C.,20536547976,AV. SAN JUAN MZ. E LT. C-5 LOS GRAMADALES,PUENTE PIEDRA,43
6806,JOVEME S.A.C.,20512767011,AV. REPUBLICA DE PANAMA CUADRA  32,SAN ISIDRO,514
6808,CORPORACION JULCAN S.A,20506467854,AV. PROCERES DE LA INDEPENDENCIA N° 2556,SAN JUAN DE LURIGANCHO,97
6809,SERVICENTRO JOSE GALVEZ S.A.,20196437194,AV. LIMA N° 1455,VILLA MARIA DEL TRIUNFO,492
6810,EXPLORIUM S.A.C.,20514303283,MZ. O - 6 LT. 46 MARISCAL CACERES,SAN JUAN DE LURIGANCHO,108
6818,COESTI S.A.,20127765279,AV. BENAVIDES ESQUINA CON LA AV. REPUBLICA DE PANAMA,MIRAFLORES,428
6818,COMPAÑIA DE PETROLEO SHELL DEL PERU S.A. (COESTI S.A.  ),20127765279,AV. BENAVIDES ESQUINA CON LA AV. REPUBLICA DE PANAMA,MIRAFLORES,954
6821,SERVICIOS RIGAL S.A.C.,20502105613,AV. PASEO DE LA REPUBLICA N° 4251,SURQUILLO,217
6824,REPSOL COMERCIAL S.A.C.,20503840121,AV. LA MOLINA N° 448,ATE,836
6826,REPSOL COMERCIAL S.A.C,20503840121,AV. RAUL FERRERO N° 1313B CON CALLE LAS RETAMAS URB. LOS SIRIUS I ETAPA,LA MOLINA,1289
6836,ATS AMERICA S.A.C.,20512853529,AV. LIMA SUR Nº 895 - CHOSICA,LURIGANCHO,613
6837,ORGANIZACION FUTURO S.A.C,20177941591,AV. JAVIER PRADO ESTE N° 6651 URB. SANTA PATRICIA - III ETAPA,LA MOLINA,1327
6838,MULTISERVICE FAJARDO S.A.C.,20509502120,AV. JOSE CARLOS MARIATEGUI N° 1217,VILLA MARIA DEL TRIUNFO,99
6840,COESTI S.A.,20127765279,AV. NICOLAS AYLLON N° 1340,SAN LUIS,1140
6870,EMPRESA GRUPO QUINTO S.A.,20134092263,ESQ. AV. UNIVERSITARIA Y AV. CARLOS ALBERTO IZAGUIRRE,LOS OLIVOS,265
6873,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. SAN JUAN N° 112, URB. SANTA TERESA",SANTIAGO DE SURCO,804
6874,REPSOL COMERCIAL S.A.C.,20503840121,"AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE",INDEPENDENCIA,1638
6876,REPSOL COMERCIAL S.A.C.,20503840121,AV. REPUBLICA DE PANAMA N° 290,BARRANCO,1484
6880,COESTI S.A.,20127765279,AV. TOMAS VALLE N° 1981. ESQ. CALLE BAQUIJANO Y CARRILLO,SAN MARTIN DE PORRES,1017
6898,SERVICENTRO GREEN PLACE S.A.C.,20521405369,AV. PERU N° 3398,SAN MARTIN DE PORRES,63
6903,GRIFOS ESPINOZA S.A.,20100111838,AV. LIMA N° 2205 - AA.HH. JOSE GALVEZ,PACHACAMAC,447
6906,ESTACION DE SERVICIOS ESTEL S.A.C.,20425803680,"AV. UNIVERSITARIA NORTE Nº 5771 - 5779, URB. SANTA ISOLINA",COMAS,634
6914,GRIFO DENNIS S.A.C.,20109980855,AV. CHINCHAYSUYO 315. ESQ. CON CALLE UNO,INDEPENDENCIA,142
6915,GRIFO DENNIS S.A.C.,20109980855,AV.TUPAC AMARU N° 3590. AA.HH EL PROGRESO,CARABAYLLO,109
6935,ABA SINGER  & CIA. S.A.C.,20100032881,AV. MARIATEGUI CUADRA 15,JESUS MARIA,214
6938,ABA SINGER & CIA. S.A.C.,20100032881,AV. HUSARES DE JUNIN ESQ. AV. HUASCAR,JESUS MARIA,225
6957,COESTI S.A.,20127765279,AV. LA MARINA N° 2001 ESQ. CON UNIVERSITARIA,SAN MIGUEL,511
6960,EL GRIFITO S.A.,20145245681,AV. TOMAS VALLE N° 2053 ¿ URB. SAN PEDRO DE GARAGAY,SAN MARTIN DE PORRES,244
6961,PEBSA COMBUSTIBLES S.A.,20557124846,AV. BAUZATE Y MEZA N°. 1387 .ESQ. JR. GARIBALDI,LA VICTORIA,485
6996,GASOLINERAS S.A.C.,20101313833,AV. HUAYLAS 2355,CHORRILLOS,943
7003,COESTI S.A.,20127765279,AV. PROLONGACION JAVIER PRADO ESTE N° 610 - URB. LA RIVIERA DE MONTERRICO,LA MOLINA,847
7004,INVERSIONES OCTANO S.A.,20111443221,JR. LUNA PIZARRO N° 696,LA VICTORIA,596
7010,GUIDO JAIME ARIAS VICUÑA,17125434843,AV. MEXICO N° 1291-1295 ESQUINA CON JR. PARINACOCHAS,LA VICTORIA,355
7026,GRIFO CRISTO SALVADOR S.A.C.,20510953755,"AV. LOS HEROES N° 1366 -1372, URB. JARDIN",SAN JUAN DE MIRAFLORES,588
7038,CONSORCIO GRIFO LOS ANGELES S.A.C.,20512717005,CARRETERA CENTRAL KM. 27.5,LURIGANCHO,168
7039,A.B.G. S.A.C.,20100100551,AV. ANGAMOS OESTE N° 1685,MIRAFLORES,158
7039,REPSOL COMERCIAL S.A.C.,20503840121,AV. ANGAMOS OESTE N° 1685,MIRAFLORES,230
7040,A.B.G. S.A.C.,20100100551,"AV. TUPAC AMARU KM.16,5",CARABAYLLO,318
7040,REPSOL COMERCIAL S.A.C.,20503840121,"AV. TUPAC AMARU KM.16,5",CARABAYLLO,225
7041,A.B.G. S.A.C.,20100100551,AV. ROOSELVELT Y  PARQUE ALTO CDRA 6,SANTIAGO DE SURCO,104
7041,REPSOL COMERCIAL S.A.C.,20503840121,AV. ROOSELVELT Y  PARQUE ALTO CDRA 6,SANTIAGO DE SURCO,181
7042,A.B.G. S.A.C.,20100100551,AV. DOS DE MAYO  1340 - 1380,SAN ISIDRO,418
7042,REPSOL COMERCIAL S.A.C,20503840121,"AV. DOS DE MAYO  1340 - 1380, URB. RISSO",SAN ISIDRO,290
7046,CORPORACION BLUE GAS S.A.C.,20505020660,AV. PRIMAVERA Nº 1695 - CENTRO COMERCIAL MONTERRICO,SANTIAGO DE SURCO,506
7054,J.W.OLIVER S.A.C.,20550314950,AV. ALFREDO BENAVIDES CUADRA 21,MIRAFLORES,420
7058,INVERSIONES PICORP S.A.C.,20428254687,JR. VIRU Nº 606,RIMAC,557
7073,REPSOL COMERCIAL S.A.C.,20503840121,CARRETERA PANAMERICANA NORTE KM. 28.3,PUENTE PIEDRA,802
7075,ZPV S.A.,20122386229,AV. MEXICO Nº 210,LA VICTORIA,591
7086,REPSOL COMERCIAL S.A.C.,20503840121,AV. PROLONGACION PRIMAVERA Nº 1120 MZ. P LOTES 1 Y 2,SANTIAGO DE SURCO,1478
7088,INVERSIONES LUMARCO S.A.,20110623420,"AV. NICOLAS AYLLON N° 8710-8720, CARRETERA LIMA - CHOSICA, ALT. KM. 11.20 (ANTES CARRETERA CENTRAL KM. 11.5)",ATE,1138
7089,ESTACION CORMAR S.A.,20118180306,AV. CARRETERA CENTRAL S/N KM. 2.5 VITARTE ESQ. AV. INGENIEROS URB. BUENOS AMIGOS,ATE,150
7096,COESTI S.A.,20127765279,"AV. CAMINOS DEL INCA N° 110-134, SUB LOTE 8-A, MZ. Ñ. URB. SAN JUAN BAUTISTA DE VILLA - PRIMERA ETAPA",CHORRILLOS,855
7109,COESTI S.A.,20127765279,"AV. TINGO MARIA N° 1172-1194, ESQ. CON RAUL PORRAS BARRENECHEA",LIMA,902
7119,BOOST G & L S.A.C.,20546339638,AV. PERSHING INTERSECCION CON AV. ANTONIO MIROQUESADA,MAGDALENA DEL MAR,32
7124,COESTI S.A.,20127765279,AV. TOMAS MARSANO N° 1008 ESQUINA CON AV. ANGAMOS,SURQUILLO,1183
7128,ATILIO  FERRUCCI PENDOLA,10093996696,ESQ. GRAU Y EL SOL S/N.,BARRANCO,601
7130,REPSOL COMERCIAL S.A.C.,20503840121,AV. AREQUIPA N°. 4305,MIRAFLORES,1239
7135,DERK S.A.C.,20428543875,AV. DEL RIO Nº 110,PUEBLO LIBRE,467
7157,BAC PETROL S.A.C.,20387366475,AV. VICTOR RAUL HAYA DE LA TORRE N° 2237,ATE,265
7158,RED DE COMBUSTIBLES LIQUIDOS S.A.C.,20505880171,AV. MEXICO Nº 2383 INTERSECCION CON JR. VIRREY LA SERNA,LA VICTORIA,71
7161,LMC COMBUSTIBLES S.A.,20600318366,AV. CIRCUNVALACION N° 2944,SAN BORJA,214
7163,SERVICENTRO BERNY S.R.L.,20295884909,LT. 6 MZ. G - URB. NIEVERIA HUACHIPA,LURIGANCHO,70
7170,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. COLONIAL N° 300 (ANTES AV. OSCAR R. BENAVIDES) ESQUINA CON JR. ASCOPE,LIMA,950
7177,LUIS RAPUZZI DE ALBERTIS S.A.C,20101253164,"AV. EDGARDO REBAGLIATI, ESQUINA CON JR. DOMINGO CUETO CUADRA 3",JESUS MARIA,486
7179,COESTI S.A.,20127765279,CARRETERA PANAMERICANA SUR KM. 29.5,LURIN,792
7181,GRIFOS ESPINOZA S.A.,20100111838,"AV. LA MOLINA ESTE N° 1595, URB. EL SOL DE LA MOLINA",LA MOLINA,583
7188,ESTACION DE SERVICIO CORAZON  DE JESUS S.A.C.,20499591927,AV. PROCERES DE LA INDEPENDENCIA N° 197-199,SAN JUAN DE LURIGANCHO,639
7228,HUGO GARCIA Y HERMANO GRIFO PERU S.R.LTDA.,20118119810,OVALO DE LA PLAZA DE ACHO S/N.,RIMAC,16
7247,REPSOL COMERCIAL S.A.C.,20503840121,AV. LA MOLINA N° 2880 URB. EL SAUCE DE LA RINCONADA,LA MOLINA,1194
7251,ESTACION DE SERVICIOS MULTIPLES EL MILAGRO S.R.L.,20511852936,"AV. JUAN VELASCO ALVARADO N° 811-813-815 Y 817, COOP. VALLE DE SHARON",SAN JUAN DE MIRAFLORES,217
7255,FULL OILS PETRO S.A.C.,20517849368,AV. REVOLUCION N° 783 PRIMERA ZONA - COLLIQUE,COMAS,169
7269,REPRESENTACIONES R-28 S.A.,20503181925,AA.HH. JOSE CARLOS MARIATEGUI MZ. S-9 LT. 4,SAN JUAN DE LURIGANCHO,1
7276,ESTACION SANTA MARGHERITA S.A.C.,20508832134,AV. VENEZUELA NRO. 2600,LIMA,1144
7282,GRIFO SANTO DOMINGO DE GUZMAN S.R.L.,20138645607,"AV. RAMIRO PRIALE COD. PREDIO/PARCELA L, SUBLOTE 28-B, SUB LOTE 23-A DE LA ASOCIACION DIGNIDAD NACIONAL CON FRENTE AL SUBLOTE 23-D ( CARRETERA RAMIRO",LURIGANCHO,771
7302,GRIFOS ESPINOZA S.A.,20100111838,AV. NICOLAS AYLLON Nº 4359,ATE,957
7304,ESTACION DE SERVICIO PONCE S.R.L.,20131301244,"COOPERATIVA VIVIENDA EL VALLE MZ. C, LT. 25",SAN JUAN DE LURIGANCHO,224
7309,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. UNIVERSITARIA ESQ. AV. ANTUNEZ DE MAYOLO MZ. B LT. 1 Y 2,SAN MARTIN DE PORRES,458
7310,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. BOLIVAR N° 1020. ESQ CON AV. GENERAL CORDOVA,PUEBLO LIBRE,928
7316,CORPORACION  GASOLIVOS  S.A.C.,20537901277,AV. ANGELICA GAMARRA DE LEON VELARDE N° 1361,LOS OLIVOS,43
7316,CORPORACION GASOLIVOS S.A.C.,20537901277,AV. ANGELICA GAMARRA DE LEON VELARDE N° 1361,LOS OLIVOS,28
7320,ESTACION DE SERVICIOS EL TRIANGULO S.A.C.,20509145424,AV. GRAN CHIMU N° 1988 URB. ZARATE,SAN JUAN DE LURIGANCHO,441
7322,TRANSPORTES Y SERVICIOS SANTA CRUZ  S.A.,20101285449,AV NARANJAL N° 299 URB NARANJAL,INDEPENDENCIA,84
7324,GAZEL PERU S.A.C.,20511995028,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",COMAS,158
7324,TERPEL PERU S.A.C.,20511995028,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",COMAS,73
7417,IMPORTACIONES DIANA S.A,20118019351,AV. ISABEL LA CATOLICA N° 690 ESQUINA CON CALLE ANDAHUAYLAS,LA VICTORIA,580
7441,GRIFO LA PAZ - JORGE SILVA SANTISTEBAN Y HNOS S.R.L.,20108803194,AV. LA PAZ CDRA. 11,MIRAFLORES,39
7454,CORPORACION CEMOA S.A.C.,10080164811,AV. CARABAYLLO  1318  URB. LOS VIÑEDOS,COMAS,108
7454,CORPORACION CEMOA S.A.C.,20458728667,AV. CARABAYLLO  1318  URB. LOS VIÑEDOS,COMAS,128
7461,GRIFO VICTORIA E.I.R.L.,20414738193,AV. BAUZATE Y MEZA ESQ. PROLONGACION HUAMANGA S/N.,LA VICTORIA,207
7474,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"ZONA MÁRTIR OLAYA MZ. ""D"" LOTE  5 (ANTES: CARRETERA PANAMERICANA SUR KM. 43)",PUNTA HERMOSA,804
7524,LUBRIGAS S.R.LTDA.,20161800920,CARRETERA CENTRAL KM. 2.5. LOTE 6-A1,ATE,194
7558,REPRESENTACIONES E IMPORTACIONES MIJ S.R.L.,20179620945,"AUTOPISTA RAMIRO PRIALE N° 5747 - 5749 Y SUB LOTE 53 - A, URB. ASOCIACION DE PROPIETARIOS DIGNIDAD NACIONAL, C.P.M DE SANTA MARIA DE HUACHIPA",LURIGANCHO,486
7558,REPRESENTACIONES E IMPORTACIONES MIJ S.R.L.,20179620945,"AV. RAMIRO PRIALE N° 5747 Y 5749, ASOCIACION DE PROPIETARIOS DIGNIDAD NACIONAL",LURIGANCHO,113
7563,ELENA JULIA SALAZAR DE LA CRUZ,10091330101,"LOS PORTALES DE JAVIER PRADO 1RA. ETAPA MZ ""G"" LT. 1 Y 2",ATE,366
7569,GRIFO CONTROL S.A.C.,20550557348,AV. ZARUMILLA N° 810. URB. ZARUMILLA,SAN MARTIN DE PORRES,161
7708,INVERSIONES GENERALES J&R S.A.C,20429098662,"AV. PASTOR SEVILLA, SECTOR 1 GRUPO 22-A MANZANA M LOTES 16, 17, 18 Y 19",VILLA EL SALVADOR,85
7708,INVERSIONES Y GRIFOS CAMARENA S.A.,20429098662,"AV. PASTOR SEVILLA, SECTOR 1 GRUPO 22-A MANZANA M LOTES 16, 17, 18 Y 19",VILLA EL SALVADOR,84
7709,VILMA ROSA MELENDEZ PELAEZ,10070702075,CALLE SAN CARLOS 1881 INTERSECCION AV. ANCASH CUARTA ZONA,EL AGUSTINO,41
7709,VILMA ROSA MELENDEZ PELAEZ,10070702075,JR. SAN CARLOS N° 1881 INTERSECCION CON AV. ANCASH,EL AGUSTINO,46
7758,COESTI S.A.,20127765279,AV. PROCERES DE LA INDEPENDENCIA N° 2773-2785-2799 ESQUINA CON AV. EL SOL N° 388 - URB. SAN CARLOS,SAN JUAN DE LURIGANCHO,643
7768,COMERCIALIZADORA E IMPORTADORA JOSE OLAYA S.A.,20134243903,"AV. LOS CHANCAS 502 - 504, COOPERATIVA ANDAHUAYLAS",SANTA ANITA,61
7800,REPSOL COMERCIAL S.A.C.,20503840121,AV PROLONGACION HUAYLAS N° 326,CHORRILLOS,897
7806,GAZEL PERU S.A.C.,20511995028,CARRETERA ANTIGUA PANAMERICANA SUR KM. 32 MZA. U LOTE 1 A.H. HUERTOS DE LURIN,LURIN,378
7806,TERPEL PERU S.A.C.,20511995028,CARRETERA ANTIGUA PANAMERICANA SUR KM. 32 MZA. U LOTE 1 A.H. HUERTOS DE LURIN,LURIN,62
7868,REPSOL COMERCIAL S.A.C.,20503840121,AV. PROCERES DE LA INDEPENDENCIA Nº 1487 URB. LOS JARDINES DE SAN JUAN,SAN JUAN DE LURIGANCHO,150
7868,SERVICENTRO TRI STAR S.A.,20206776782,AV. PROCERES DE LA INDEPENDENCIA Nº 1487 URB. LOS JARDINES DE SAN JUAN,SAN JUAN DE LURIGANCHO,489
7897,PETRO EXPLORIUM S.A.C.,20523706803,KM. 25 DE LA CARRETERA PANAMERICANA NORTE,PUENTE PIEDRA,98
7955,COESTI S.A.,20127765279,AV. LA MARINA N° 2185  (AV. LA MARINA INT. AV. RIVA AGUERO Y CALLE 39),SAN MIGUEL,948
7955,COESTI S.A.,20127765279,"AV. LA MARINA N° 2185, ESQUINA AV. RIVA AGÜERO",SAN MIGUEL,446
8009,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. PASEO DE LA REPUBLICA N° 5790-5798,MIRAFLORES,733
8020,SERVICENTRO TRANSPORTES ARGUELLES Y SERVICIOS GENERALES E.I.R.L.,20215235859,AV. TRAPICHE  S/N. URB. FDO S. JOSE LT-3A,COMAS,13
8033,SUR EXPORT E.I.R.L.,20192952574,"JR. CERRO AZUL N° 227-233-237, URB. SAN IGNACIO DE MONTERRICO",SANTIAGO DE SURCO,84
8033,SUR EXPORT E.I.R.L.,20192952574,"PROLONGACION AV. DEFENSORES DE LIMA N° 893-895 Y CALLE CERRO AZUL N° 227, 233, 237, URB. SAN IGNACIO DE MONTERRICO",SAN JUAN DE MIRAFLORES,224
8035,BRATA S.R.LTDA.,20207162826,AV. JAVIER PRADO ESTE N° 3095 ESQUINA CON AV. AGUSTÍN DE LA ROSA TORO URB. JACARANDA II,SAN BORJA,772
8042,EMPRESA DE TRANSPORTES LAS FLORES S.A.,20172781005,"AV. PROCERES DE LA INDEPENDENCIA MZ. J1  LTS.24,25 Y 26",SAN JUAN DE LURIGANCHO,47
8054,G3A GRIFOS S.A.C.,20602603815,"AV. UNIVERSITARIA NORTE MZ. C LOTE 1, URB RESIDENCIAL COMERCIAL LOS OLIVOS",LOS OLIVOS,190
8054,PETROCENTRO UNIVERSITARIO S.A.C.,20177064972,"AV. UNIVERSITARIA NORTE MZ. C LOTE 1, URB RESIDENCIAL COMERCIAL LOS OLIVOS",LOS OLIVOS,477
8063,COESTI S.A.,20127765279,"AV. JAVIER PRADO ESTE S/N CUADRA 44, URB. FUNDO MONTERRICO CHICO",SANTIAGO DE SURCO,1375
8065,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. MATEO PUMACAHUA S/N. MZ. D, LOTE 1",VILLA EL SALVADOR,546
8069,ESTACION DE SERVICIO SANTA ROSA S.R.L.,20258113994,AV. SANTA ROSA N° 274,SANTA ANITA,300
8069,PORTAFOLIO G & E S.A.C.,20543435661,AV. SANTA ROSA N° 274,SANTA ANITA,93
8082,ESTACION LOS JARDINES E.I.R.L.,20220015743,AV. PROCERES DE LA INDEPENDENCIA N° 1015 (MZ. G LOTES 11 AL 19),SAN JUAN DE LURIGANCHO,250
8101,REPSOL COMERCIAL S.A.C.,20503840121,AV. JAVIER PRADO ESTE Nº 1099 INTER. CON LA AV. NICOLAS ARRIOLA,LA VICTORIA,1066
