codificador,codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n,bandera,glp,gnv,llanteria,islas_comb_liq,mecanico,aceite,lavado,tienda,cajero,en_avenida_principal,coordenadas,revisar
DU,8479,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. LA PAZ 1200, ESQUINA CALLE FRANCISCO DE ZELA",SAN MIGUEL,2305,Pecsa,2,4,0,2,0,0,0,1,1,,"-12.085121, -77.093773",
DU,87014,ABA SINGER & CIA  S.A.C.,20100032881,"AV. SIMÓN BOLIVAR 496 - 498, ESQUINA JR. BELGRANO 110 - 120",PUEBLO LIBRE,564,Aba Singer,2,4,0,4,0,0,0,1,0,,"-12.071923, -77.057627",
,7806,GAZEL PERU S.A.C.,20511995028,CARRETERA ANTIGUA PANAMERICANA SUR KM. 32 MZA. U LOTE 1 A.H. HUERTOS DE LURIN,LURIN,561,,,,,,,,,,,,,
,95739,TRAILER GAS S.A.C.,20536606573,"AV.ALFREDO MENDIOLA N° 6810, ESQ. CON AV.SAN MIGUEL Y CALLE SAN LUIS",SAN MARTIN DE PORRES,560,,,,,,,,,,,,,
,16706,CLARIGO S.A.C.,20521411172,"AV. CRUZ DE MOTUPE MZ N 1 LOTE 1, AA HH MONTENEGRO",SAN JUAN DE LURIGANCHO,556,,,,,,,,,,,,,
DUC,16703,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. PASEO DE LA REPUBLICA N° 5545 ESQUINA CON LA AV. RICARDO PALMA,MIRAFLORES,1691,Pecsa,2,6,0,4,0,0,0,1,1,1,"-12.119433, -77.025220",
,9521,COESTI S.A.,20127765279,AV. NICOLAS AYLLON S/N. KM. 2.800 ESQ. TOMAS ALVA EDINSON,ATE,548,,,,,,,,,,,,,
VM,17859,MERRILL PERU ENTERPRISES S.A.C.,20510531923,"JR. ABTAO N° 784, ESQ. CON JR. HIPOLITO UNANUE",LA VICTORIA,545,,,,,,,,,,,,,
,19986,DIEGO OSWALDO HUMARI QUISPE,10762173731,"AV. ALTO HUANCARAY MZ. B LTE. 6, ASOCIACION DE VIVIENDA SAN CARLOS",SANTA ANITA,539,,,,,,,,,,,,,
,16725,ESTACION DE SERVICIOS MAYORAZGO S.A.,20137374448,AV. PROLOGACION JAVIER PRADO ESQ. CON LA AV. B URB. LOS PORTALES DE JAVIER PRADO,ATE,536,,,,,,,,,,,,,
VM,92272,JUAN CARLOS PORTUGAL DE LA TORRE,10093855545,"AV. MEXICO N° 380-390, ESQUINA CON JR. LOS JACINTOS",LA VICTORIA,534,,,,,,,,,,,,,
,6870,EMPRESA GRUPO QUINTO S.A.,20134092263,ESQ. AV. UNIVERSITARIA Y AV. CARLOS ALBERTO IZAGUIRRE,LOS OLIVOS,533,,,,,,,,,,,,,
,20876,DEMETRIO ARIAS ARZAPALO,10040559138,AV. PROCERES DE LA INDEPENDENCIA N° 3810-A ESQ. JR. LOS SOCIOLOGOS URB. MARISCAL CACERES,SAN JUAN DE LURIGANCHO,527,,,,,,,,,,,,,
,18873,GRUPO ARIAS S.A.C.,20505270348,"AV. LIMA ESQ. CALLE LA PAZ, URB. LOS PORTALES DE PACHACAMAC",PACHACAMAC,525,,,,,,,,,,,,,
,94476,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,20511193045,CARRETERA PANAMERICANA SUR KM. 56.80,PUCUSANA,523,,,,,,,,,,,,,
,36159,BEZIM GROUP S.A.,20545524911,"MZ. C LOTE 38, AAHH HEROES DE SAN JUAN, SECTOR 5 FRENTE A LA AV. MARIANO PASTOR SEVILLA (ANTES AV. PASTOR SEVILLA CRUCE CON LA AV. LOS GERANIOS)",SAN JUAN DE MIRAFLORES,520,,,,,,,,,,,,,
,9364,FULL SERVICE LA MOLINA S.A.C.,20509054208,AV. LA MOLINA N° 2421,LA MOLINA,520,,,,,,,,,,,,,
,9372,ESTACION DE SERVICIOS ANCON S.A.,20255828887,"CARRETERA PANAMERICANA NORTE KM. 44, URB. SAN JOSE, MZ. N LOTE 3",ANCON,520,,,,,,,,,,,,,
,9529,GRIFOS VITO S.A.,20117509665,AV. EL SOL Nº 101,SAN JUAN DE LURIGANCHO,520,,,,,,,,,,,,,
VM,83435,ADMINISTRADORA DE SERVICIOS Y ASOCIADOS S.A.C.,20515657119,AV. BAUZATE Y MEZA N°1050,LA VICTORIA,515,,,,,,,,,,,,,
,7038,CONSORCIO GRIFO LOS ANGELES S.A.C.,20512717005,CARRETERA CENTRAL KM. 27.5,LURIGANCHO,512,,,,,,,,,,,,,
,9356,GRIFO VALERIA  VICTORIA S.A.C.,20338926830,AV. JOSE RIVA AGUERO N°  411,EL AGUSTINO,505,,,,,,,,,,,,,
,100232,ESTACION DE SERVICIOS PACHACAMAC S.A.C.,20563355876,"AV. PAUL POBLET, MZ C, SUB LOTE 1-A. HUERTO DE PACHACAMAC",PACHACAMAC,501,,,,,,,,,,,,,
,21053,BAKTUN 13 E.I.R.L.,20551782752,AV. GRAN CHIMU Nº 1412,SAN JUAN DE LURIGANCHO,499,,,,,,,,,,,,,
,8987,ESTAGAS ANCO S.A.C.,20550781817,"AV. TUPAC AMARU N° 6224 (ANTES 3242), URB. REPARTICION",COMAS,496,,,,,,,,,,,,,
VM,9128,JAVIER PEDRO CASTRO ARROYO,10079640561,AV.SAN PABLO N° 651 ESQ. CON CALLE PEDRO DE LA GASCA,LA VICTORIA,493,,,,,,,,,,,,,
,17881,INVERSIONES MARSUL E.I.R.L.,20507704515,AV MARAÑON MZ. A - LT. 1 ESQ. CON CALLE N° 1,LOS OLIVOS,491,,,,,,,,,,,,,
,9530,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,20511193045,ANTIGUA CARRETERA PANAMERICANA SUR KM 51.8,SAN BARTOLO,484,,,,,,,,,,,,,
,86146,ESTACION DE SERVICIO PURUCHUCO S.A.C.,20543597211,"AV. NICOLAS AYLLON N° 4500, URB. LOS PORTALES DE JAVIER PRADO",ATE,481,,,,,,,,,,,,,
DUC,18878,SERVICIO AUTOMOTRIZ SAN LUIS S.A.,20171517380,"AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS",CHORRILLOS,2191,Primax,2,0,0,6,0,1,1,1,1,0,"-12.205946, -77.010956",
,7324,GAZEL PERU S.A.C.,20511995028,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",COMAS,474,,,,,,,,,,,,,
,21204,GRIFOS ESTRELLA DE DAVID E.I.R.L.,20440135502,AV. UNIVERSITARIA MZ. C LTS. 32 Y 33 URB. SAN EULOGIO,COMAS,472,,,,,,,,,,,,,
VM,7461,GRIFO VICTORIA E.I.R.L.,20414738193,AV. BAUZATE Y MEZA ESQ. PROLONGACION HUAMANGA S/N.,LA VICTORIA,472,,,,,,,,,,,,,
,16742,V & Q ASOCIADOS S.A.,20189815051,"ESQ. AV. SAN MARTIN Y AV. LIBERTAD MZ. K, LOTE 4, 5 Y 6 COOP. CANTO GRANDE",SAN JUAN DE LURIGANCHO,469,,,,,,,,,,,,,
,17862,SERVICENTRO BERNY S.R.L.,20295884909,"PUEBLO JOVEN JOSE CARLOS MARIATEGUI, ETAPA PRIMERA. AV. JULIO C. TELLO N° 101. MZ. E. LOTE 01",VILLA MARIA DEL TRIUNFO,469,,,,,,,,,,,,,
,117590,ENERGIGAS S.A.C.,20506151547,"PREDIO RURAL SAN PEDRO LOTE ÚNICO ¿ VALLE LURIN, ANTIGUA PANAMERICANA SUR KM 34.5",LURIN,466,,,,,,,,,,,,,
,9288,J & C TRADING CORPORATION S.A.C.,20512228144,"AV. LAS TORRES MZ. K LOTE 6, ASOC. DIGNIDAD NACIONAL - HUACHIPA",LURIGANCHO,466,,,,,,,,,,,,,
,18709,NEGOCIACIONES J.C.A. S.R.L.,20378937061,AV. NICOLAS DE PIEROLA ESQ. CON CALLE 20 MZ. K LOTE 8 COOPERATIVA DE VIVIENDA MANYLSA LTDA N° 476,ATE,461,,,,,,,,,,,,,
DU,18879,GLOBAL FUEL S.A.,20565643496,AV.CAMINO REAL N° 1298,SAN ISIDRO,459,Repsol,0,0,1,6,0,0,0,1,1,,"-12.107085, -77.039736",
,8698,C & E GRIFOS S.A.C.,20524388376,"AV.UNIVERSITARIA NORTE CUADRA 53, MZ. P,LOTES 1,2,3,4,39,40,41 Y 42",LOS OLIVOS,459,,,,,,,,,,,,,
,15233,SUCESION INDIVISA CUBAS CUBAS HECTOR FELIX,10085544557,"MZ. 2-A , LOTES 1 Y 1A,  URBANIZACION PERU PRIMERA ZONA",SAN MARTIN DE PORRES,458,,,,,,,,,,,,,
,21003,PETRO EXPLORIUM S.A.C.,20523706803,AV. MARIA REICHE S/N. CON SEPARADORA INDUSTRIAL - URB. PACHACAMAC,VILLA EL SALVADOR,456,,,,,,,,,,,,,
,6914,GRIFO DENNIS S.A.C.,20109980855,AV. CHINCHAYSUYO 315. ESQ. CON CALLE UNO,INDEPENDENCIA,456,,,,,,,,,,,,,
,43492,DELFIN LORENZO GAMEZ SANTILLAN,10069667975,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",LURIGANCHO,448,,,,,,,,,,,,,
,8705,QUALITY & LOSS CONTROL INC S.A.C.,20535594253,"CALLE LOMA DE LAS LILAS Nº 143, URB. PROLONGACION BENAVIDES 3 ETAPA",SANTIAGO DE SURCO,447,,,,,,,,,,,,,
DU,7955,COESTI S.A.,20127765279,"AV. LA MARINA N° 2185, ESQUINA AV. RIVA AGÜERO",SAN MIGUEL,446,Primax,2,8,0,8,0,1,0,1,1,,"-12.078389, -77.084380",
,18866,REPSOL COMERCIAL S.A.C,20503840121,CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS,SAN JUAN DE MIRAFLORES,435,,,,,,,,,,,,,
,20124,EVA JESUS LINDO ZARATE,10199287066,AV. A SUR CALLE 1 Y CALLE 2. RESIDENCIAL VILLA HERMOSA DE HUAYCAN,ATE,435,,,,,,,,,,,,,
,63910,INVERSIONES Y ASESORAMIENTO ESCORPIO S.A.C.,20516453835,"CARRETERA PANAMERICANA SUR, KM 57.00, PREDIO COMUNAL CHUTANA PAMPA PATITA",PUCUSANA,430,,,,,,,,,,,,,
,61861,EL REGALON S.A.C,20504391354,AV. 27 DE DICIEMBRE MZ. 8S LOTE 9 SEGUNDO SECTOR SAN FRANCISCO TABLADA DE LURIN,VILLA MARIA DEL TRIUNFO,429,,,,,,,,,,,,,
,7255,FULL OILS PETRO S.A.C.,20517849368,AV. REVOLUCION N° 783 PRIMERA ZONA - COLLIQUE,COMAS,429,,,,,,,,,,,,,
DUC,17953,REPSOL COMERCIAL  S.A.C.,20503840121,AV. ROOSEVELT N° 5672 ESQ. AV. MONSEÑOR ROCA Y BOLOÑA N° 385,MIRAFLORES,1750,Repsol,0,0,1,6,0,1,1,1,1,1,"-12.120302, -77.018366",
,15729,SERVICENTRO SAN HILARION S.A.,20203530073,INTERSECCION AV. CANTOGRANDE Y AV. LAS FLORES DE PRIMAVERA,SAN JUAN DE LURIGANCHO,419,,,,,,,,,,,,,
,19994,HYTEK AUTOGAS S.A.C.,20538122107,"MZ. C, LOTE 1, GRUPO RESIDENCIAL N° 3, PUEBLO JOVEN NUEVO PROGRESO (AV. PACHACUTEC N° 8035)",VILLA MARIA DEL TRIUNFO,416,,,,,,,,,,,,,
DUC,18687,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. ANDRES AVELINO CACERES N° 120 ESQ. CON AV. RICARDO PALMA,MIRAFLORES,1734,Pecsa,2,0,0,2,0,0,0,1,1,0,"-12.119947, -77.023523",
,9198,AERO SERVICIOS  S.A.C.,20224279893,AV.UNIVERSITARIA INTERSECCION CON AV. ISABEL CHIMPU OCLLO,CARABAYLLO,415,,,,,,,,,,,,,
,7251,ESTACION DE SERVICIOS MULTIPLES EL MILAGRO S.R.L.,20511852936,"AV. JUAN VELASCO ALVARADO N° 811-813-815 Y 817, COOP. VALLE DE SHARON",SAN JUAN DE MIRAFLORES,414,,,,,,,,,,,,,
,8517,VICENTE CLAUDENCIO TABOADA ALMORA,10068767712,AV. UNIVERSITARIA N| 3201 ESQ. CON AV. JAMAICA MZ D1 LT.39,COMAS,414,,,,,,,,,,,,,
,8506,KAMAGI CORPORACION DE SERVICIOS GENERALES S.A.C.,20525165877,"AV. ANGELICA GAMARRA MZ. B, LTS. 3 Y 4 - URB. EL TREBOL III ETAPA",LOS OLIVOS,409,,,,,,,,,,,,,
,83926,VIJOGAS S.A.C.,20507248676,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",ATE,408,,,,,,,,,,,,,
,85669,EPAL NEGOCIOS E.I.R.L.,20512090878,"AV. MARCO DE LA PUENTE LLANOS ESQ. CON CALLE 4 MZ. ""E"" LOTE 3B URB. BARBADILLO",ATE,403,,,,,,,,,,,,,
,21007,SERVICENTRO LA MERCED S.A.C.,20431949688,ESQ. AV. URUBAMBA CON AV. LOS INGENIEROS,ATE,402,,,,,,,,,,,,,
,7569,GRIFO CONTROL S.A.C.,20550557348,AV. ZARUMILLA N° 810. URB. ZARUMILLA,SAN MARTIN DE PORRES,402,,,,,,,,,,,,,
,8580,GATIGA S.A.C.,20502301986,"CARRETERA PANAMERICANA NORTE KM. 29,5",PUENTE PIEDRA,400,,,,,,,,,,,,,
,18875,IMPORTACIONES SAN PEDRO SAC,20517255221,"AV. NESTOR GAMBETTA S/N LOTIZACION LEONCIO PRADO, MZ. F, LOTE 83",PUENTE PIEDRA,399,,,,,,,,,,,,,
,14687,INVERSIONES SANTISIMA TRINIDAD S.A.C.,20508778849,AUTOPISTA VENTANILLA MZA. G LT. 100 LEONCIO PRADO,PUENTE PIEDRA,398,,,,,,,,,,,,,
,7322,TRANSPORTES Y SERVICIOS SANTA CRUZ  S.A.,20101285449,AV NARANJAL N° 299 URB NARANJAL,INDEPENDENCIA,398,,,,,,,,,,,,,
VM,8941,SERVICENTRO TACNA S.R.L.,20507181580,AV. JAIME BAUZATE Y MEZA Nº 801 - 825,LA VICTORIA,397,,,,,,,,,,,,,
,18704,CORPORACION GEAMAR  S.A.C.,20417752979,"AV. CARLOS  IZAGUIRRE  MZ. D LTES. 4, 5 Y 6.  URBANIZACION CALIFORNIA",SAN MARTIN DE PORRES,396,,,,,,,,,,,,,
,17950,REPRESENTACIONES Y ASOCIADOS MICSA S.A.C.,20536886673,"AV. SALVADOR ALLENDE CON AV. MANCO CAPAC, LOTE 9, MZ. N2",VILLA MARIA DEL TRIUNFO,395,,,,,,,,,,,,,
,18863,TRANSPORTE CASSA E.I.R.L.,20501830098,CRUCE DE LA AV. 26 DE NOVIEMBRE Nº 2683 Y JR. MOCHE - AA. HH. VIRGEN DE LOURDES,VILLA MARIA DEL TRIUNFO,395,,,,,,,,,,,,,
,82985,ALTAVIDDA GAS SAC,20513567139,JR. LOS HORNOS Nº 149,LOS OLIVOS,395,,,,,,,,,,,,,
,15726,GRUPO INVERSIONES LIAN S.A.C.,20550060753,AV. F. WIESE N° 4262 - 4266 CON ALAMEDA LOS DIPLOMATICOS,SAN JUAN DE LURIGANCHO,389,,,,,,,,,,,,,
,107381,INVERSIONES PICORP S.A.C.,20428254687,"AV. 5 DE AGOSTO CON CALLE LOS ANGELES, MZ. ""A"" LOTES 1, 2 Y 23 DEL PROGRAMA DE VIVIENDA Y COMERCIO SAN VALENTIN DE HUACHIPA",LURIGANCHO,385,,,,,,,,,,,,,
,17880,ESTACION DE SERVICIOS VILLA S.A.C.,20547441533,"AV. MARIA REICHE S/N SECTOR II,AMPLIACION 4TA. ETAPA, SECTOR 2, MZ. N, LOTE 22. PROG.HABITACIONAL PACHACAMAC",VILLA EL SALVADOR,385,,,,,,,,,,,,,
DUC,18820,REPSOL COMERCIAL S.A.C,20503840121,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,MIRAFLORES,1151,Repsol,0,0,0,8,0,0,0,1,1,1,"-12.114301, -77.037133",
DU,19985,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. RAFAEL ESCARDO N° 250,SAN MIGUEL,1707,Pecsa,2,0,0,4,0,0,0,1,1,,"-12.080649, -77.094731",
,18385,LEIDA PEREGRINA ROMERO BORJA,17160341181,AV. PAUL POBLET LIND MZ. 37 LOTE 1,PACHACAMAC,379,,,,,,,,,,,,,
,18868,CORPORACION DE PETROLEOS AM S.A.C.,20538275191,CALLE PURUCHUCO ESQ. CON HATUN COLLA MZ. M LT. 2 URB. MANGOMARCA BAJA,SAN JUAN DE LURIGANCHO,376,,,,,,,,,,,,,
,9479,GRIFO PERLITA S.A.C.,20546464378,ANTIGUA PANAM.SUR KM.36.100 EX FUNDO SAN VICENTE,LURIN,376,,,,,,,,,,,,,
,18533,PEREGRINA TRONCOS ABAD VDA. DE GALVEZ,10067409367,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",INDEPENDENCIA,375,,,,,,,,,,,,,
,64036,CORGAS S.A.C.,20548279039,"AV. LAS TORRES 497, URB. LOS SAUCES",ATE,369,,,,,,,,,,,,,
,35408,EXPLORIUM S.A.C.,20514303283,ESQ. AV. PROCERES DE LA INDEPENDENCIA (EX-WIESSE) / AV. AMPLIACION MARISCAL CACERES MZ P15 LT 124,SAN JUAN DE LURIGANCHO,368,,,,,,,,,,,,,
,44325,FULL OILS PETRO S.A.C,20517849368,AV. REVOLUCIÓN N° 2976 5TA ZONA COLLIQUE,COMAS,368,,,,,,,,,,,,,
DUC,21031,GRIFO SAN IGNACIO S.A.C.,20100075858,ESQ. AV. HUAYLAS N° 600 CON JR. JUSTO NAVEDA N° 121,CHORRILLOS,998,Repsol,0,0,1,6,0,0,0,0,0,1,"-12.169908, -77.023897",
,34928,ESTACION DE SERVICIOS MIRWAL S.A.C.,20502794648,"AV. MIGUEL IGLESIAS ESQUINA CON AV. ANDRÉS A. CÁCERES, MZ. E, LTS. 14 Y 15, AA.HH. HÉROES DE SAN JUAN",SAN JUAN DE MIRAFLORES,367,,,,,,,,,,,,,
DU,8224,REPSOL COMERCIAL S.A.C.,20503840121,ESQ. AV. ZORRITOS Y AV. TINGO MARIA,BREÑA,2360,Repsol,2,0,1,8,1,1,0,1,1,,"-12.049292, -77.053620",
DU,9113,COESTI S.A.,20127765279,AV. JAVIER PRADO OESTE N° 1895 ESQUINA CALLE LOS CASTAÑOS,SAN ISIDRO,366,Primax,2,6,0,8,0,0,0,1,1,,"-12.094975, -77.050375",
DUC,21032,COESTI S.A.,20127765279,AV. GUARDIA CIVIL NRO. 333,CHORRILLOS,3012,Primax,2,2,1,6,0,0,0,1,1,0,"-12.183783, -77.003214",
,14643,EMPRESA INDUSTRIAL COMERCIAL Y DE SERVICIOS MATILDE LEON S.A.,20267061069,AV. TUPAC AMARU MZ. G LT. 1 Y 2 COOP. VIVIENDA SANTA LIGIA,INDEPENDENCIA,364,,,,,,,,,,,,,
,6776,UNIVERSITARIA INVERSIONES GENERALES S.R.L.,20552146892,AV. UNIVERSITARIA S/N MZ. F LTS. 1 Y 24 ASOCIACION CAUDEVILLA,CARABAYLLO,363,,,,,,,,,,,,,
,41310,ESTACION DE SERVICIO VIRGEN DE LAS NIEVES S.A.C. - ESVDN S.A.C.,20517072908,AV. CARRETERA CENTRAL KM. 13.5,ATE,362,,,,,,,,,,,,,
,6810,EXPLORIUM S.A.C.,20514303283,MZ. O - 6 LT. 46 MARISCAL CACERES,SAN JUAN DE LURIGANCHO,362,,,,,,,,,,,,,
,8519,CORPORACION CAMAJEA S.A.C.,20515999770,"INTERSECCION AV. NARANJAL CON CALLE CANTA CALLAO Y CALLE 11 (MZ. P-3, LOTE 1, 2, 71)",LOS OLIVOS,362,,,,,,,,,,,,,
,7041,A.B.G. S.A.C.,20100100551,AV. ROOSELVELT Y  PARQUE ALTO CDRA 6,SANTIAGO DE SURCO,359,,,,,,,,,,,,,
DUC,18639,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. REPÚBLICA DE PANAMÁ N° 5160,SURQUILLO,863,Pecsa,0,0,1,6,0,0,0,1,0,0,"-12.115989, -77.018560",
,16439,GAS ESCORPIO S.R.L.,20502716761,"AV. LA MOLINA N° 377-397, PARCELA SEMIRUSTICA LA MOLINA, MZ. D, PARCELA 4",ATE,356,,,,,,,,,,,,,
,19972,INVERSIONES TERSIL E.I.R.L.,20429746508,AV. SANTA ROSA MZ. J LOTE 19 LOS ALAMOS,SAN JUAN DE LURIGANCHO,355,,,,,,,,,,,,,
,9424,GRIFO DENNIS S.A.C.,20109980855,AV. TUPAC AMARU Nº 2252  PP. JJ.  VILLA ESPERANZA,CARABAYLLO,354,,,,,,,,,,,,,
DU,8224,GLOBAL FUEL S.A.,20565643496,ESQ. AV. ZORRITOS Y AV. TINGO MARIA,BREÑA,367,Repsol,2,0,1,8,1,1,0,1,1,,"-12.049292, -77.053620",
,9039,JOSUE RUFO TANTAVILCA CHUQUILLANQUI,10199252025,"MZ. A, LOTE 26, ASOCIACION DE VIVIENDA OJIHUA INTERSECCION DE LA AV. LOS OLIVOS (EX SANTA ROSA) CON LA AUTOPISTA CANTA CALLAO",SAN MARTIN DE PORRES,349,,,,,,,,,,,,,
,16805,COESTI S.A.,20127765279,AV.  SANTIAGO DE SURCO CON AV. LOS PROCERES,SANTIAGO DE SURCO,346,,,,,,,,,,,,,
,6915,GRIFO DENNIS S.A.C.,20109980855,AV.TUPAC AMARU N° 3590. AA.HH EL PROGRESO,CARABAYLLO,346,,,,,,,,,,,,,
,21163,INVERSIONES M Y E S.A.C.,20518633482,AV. JOSE CARLOS MARIATEGUI ESQ. CALLE B-8 - HUAYCAN,ATE,345,,,,,,,,,,,,,
VM,7158,RED DE COMBUSTIBLES LIQUIDOS S.A.C.,20505880171,AV. MEXICO Nº 2383 INTERSECCION CON JR. VIRREY LA SERNA,LA VICTORIA,344,,,,,,,,,,,,,
,19975,GRUVENI S.R.L,20551112781,"INTERSECCION AV. CIRCUNVALACION Y CALLE V. MZ. D, LTS. 3 Y 4, COOP. DE VIVIENDA LA UNION",SAN JUAN DE LURIGANCHO,343,,,,,,,,,,,,,
,9432,ENERGY OIL COMPANY S.A.C.,20506431311,CARRETERA PANAMERICANA NORTE KM. 33.5,PUENTE PIEDRA,343,,,,,,,,,,,,,
,101850,INVERSIONES PERCY CAR S.R.L.,20523469755,"SECTOR 1 GRUPO 25A - MZ. I, LT. 1",VILLA EL SALVADOR,342,,,,,,,,,,,,,
,17864,SEGUNDO BELLO RAMIREZ,10103792946,ESQ. AV. PROLONGACION PACASMAYO Y AV. EL SOL DE NARANJAL. PARCELA II EX-FUNDO EL NARANJAL,SAN MARTIN DE PORRES,342,,,,,,,,,,,,,
,37548,IBIZA INVERSIONES GENERALES S.R.L.,20552147864,"AV. JOSE GABRIEL CONDORCANQUI N° 1101-1103,  URB. TUPAC AMARU",INDEPENDENCIA,342,,,,,,,,,,,,,
,9510,OPERADORES DE COMBUSTIBLES VILLA MARIA S.A.C.,20503686962,"AV. EL SOL N° 278, MZ K1 LOTE 8 PRIMER HOGAR POLICIAL ZONA 1",VILLA MARIA DEL TRIUNFO,339,,,,,,,,,,,,,
,83891,INVERSIONES M Y E S.A.C,20518633482,"MZ.A, LT. 1, PARCELA 4 DEL EX FUNDO CARAPONGO",LURIGANCHO,338,,,,,,,,,,,,,
,45081,FLORENCIA SOTO LOARDO,10198488432,AV. LOS CHANCAS CON CALLE N° 8. LOTE 26-27. ASOCIACIÓN DE VIVIENDA LOS PINOS,SANTA ANITA,337,,,,,,,,,,,,,
,18865,OPERADORA LOGISTICA DE HIDROCARBUROS J&E S.A.C.,20451542118,ESQUINA AV. TUPAC AMARU N° 4902 CON AV. FRANCISCO BOLOGNESI,COMAS,336,,,,,,,,,,,,,
,15235,ESTACION DE SERVICIOS GRECS S.R.L,20385784482,ESQUINA DE LA AV. VICTOR MALASQUEZ Y CALLE 71 LOS HUERTOS DE MANCHAY,PACHACAMAC,335,,,,,,,,,,,,,
,99534,MOVILGAS S.R.L.,20486107902,AUTOPISTA RAMIRO PRIALE KM. 6.2 LOTE 2-A - CENTRO POBLADO SANTA MARIA DE HUACHIPA,LURIGANCHO,335,,,,,,,,,,,,,
,19990,EUROMAXX S.A.C.,20520831844,MZ. N. LOTE 5 GRUPO 20 SECTOR 1 ESQ. CON AV. MICAELA BASTIDAS,VILLA EL SALVADOR,334,,,,,,,,,,,,,
,108688,INVERSIONES GABILU S.A.C,20550287961,AV. SAN JUAN DE DIOS CON CALLE 7  MZ- C1- LTE-1 URB. LOTIZACION INDUSTRIAL,PUENTE PIEDRA,333,,,,,,,,,,,,,
,9426,SERVICIOS Y GRIFOS CAMARENA S.A.,20256929008,"SECTOR 3, GRUPO 19, MZ. M, LOTES. 1, 2, 3 Y 24",VILLA EL SALVADOR,331,,,,,,,,,,,,,
,14628,SAN ANTONIO INVERSIONES GENERALES S.R.L.,20552146973,AV. TUPAC AMARU KM. 22. CARRETERA A CANTA - ASOCIACION LOS ROSALES DE CHILLON,CARABAYLLO,330,,,,,,,,,,,,,
,89213,CORPORACIÓN VILLAVICENCIO S.A.C.,20554788999,"AV. MIGUEL GRAU, SUB LOTE 28-B, URB. SANTA CLARA",ATE,330,,,,,,,,,,,,,
,18501,ROOSSEVELT INVERSIONES GENERALES S.R.L.,20552145811,ESQ. AV. ENCALADA CON AV. HUANCARAMA (EX-AV. FERROCARRIL) MZ. A3 LTS. 12 Y 13. URB. LAS PRADERAS,SANTA ANITA,329,,,,,,,,,,,,,
VM,39429,SERVICENTRO MALI S.A.C.,20392883208,JR. HUMBOLDT CON PROLONGACION HUAMANGA N° 619 (BERMA CENTRAL),LA VICTORIA,328,,,,,,,,,,,,,
,7708,INVERSIONES Y GRIFOS CAMARENA S.A.,20429098662,"AV. PASTOR SEVILLA, SECTOR 1 GRUPO 22-A MANZANA M LOTES 16, 17, 18 Y 19",VILLA EL SALVADOR,325,,,,,,,,,,,,,
,104953,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. LIMA N° 2000, P.J. VILLA POETA JOSE GALVEZ PARCELA B MZ. 159, LOTE 4",VILLA MARIA DEL TRIUNFO,321,,,,,,,,,,,,,
,88618,GRUPO DE GESTION C S.A.,20516903113,"AV. GERARDO UNGER Nº 4885, URB NARANJAL",INDEPENDENCIA,320,,,,,,,,,,,,,
,9203,CORPORACION MEGU S.A.C.,20517877574,AV. REVOLUCION Nº 1825  ESQ. JR. ICA AA HH COLLIQUE,COMAS,318,,,,,,,,,,,,,
DU,6765,COESTI S.A.,20127765279,AV. REPUBLICA DE COLOMBIA N° 105-109,SAN ISIDRO,314,Primax,2,4,0,6,0,0,0,1,1,,"-12.098737, -77.032165",
,14637,INVERSIONES PICORP S.A.C.,20428254687,"ESQUINA DE LA AV. UNIVERSITARIA Y MEXICO CALLE L MZ. D LOTE 34,35,36 URB. SANTA ISOLINA 2DA ETAPA",COMAS,313,,,,,,,,,,,,,
,41488,H M INVERSIONES Y SERVICIOS S.A.,20308556124,"AV. CANTO GRANDE N° 401, MZ I, LOTE 5, URB CANTO BELLO",SAN JUAN DE LURIGANCHO,313,,,,,,,,,,,,,
,16737,INVERSIONES EL PIBE S.A.C.,20520961543,"AV. TOMAS VALLE MZ. I, LOTE 9 - A, URB. SAN PEDRO DE GARAGAY",SAN MARTIN DE PORRES,312,,,,,,,,,,,,,
,37654,INVERSIONES NORTH STAR E.I.R.L.,20549588035,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,CARABAYLLO,312,,,,,,,,,,,,,
